ジャンル,投稿日時,星の数,見出し,レビュー全文
医学・薬学・看護学・歯科学,2016年11月15日,3,読みやすい,思ってたより読みやすかったです。周りにもオススメしてます！！
医学・薬学・看護学・歯科学,2014年6月16日,5,当たり前の難しさ,通所介護で働いていますテレビでユマニチュードのことを知り、本田先生の講演を聞き、この本を読みました。とてもわかりやすい内容で、日々のサービスで実践したくなりました。
医学・薬学・看護学・歯科学,2015年6月4日,5,手探りの自宅介護ですが、この本に出会えて良かったです!,自宅介護になってもちゃんと学んだことはなく、訪問看護さんやヘルパーさんから教わりながらやってきました。デイサービスや入所先に行ってみたり、時には対応に違和感を感じることもありましたがそれが何なのか説明できないでいました。この本を読んで求めていたものに出会えた感じがしました。本人の意思表示が少ないので悩みつつやってきましたが、介護に携わる方にはぜひ読んで頂きたいと思い、関わってくださる施設の方に相手はプロだと思いつつもお勧めしてお貸ししたりしています。
医学・薬学・看護学・歯科学,2014年8月7日,4,ご興味ある方は、ぜひ!,"NHKの番組を見て、即購入しました。認知症で徘徊を繰り返して亡くなった義父は、もっと違う最期を迎えることができたのでは？もっと、他にすることがあったのでは・・・？その答えをずっと探していました。職員さんや看護士さんによって義父の態度が違うことがあったのは、こういうことだったのか…！
ああ〜自分も、正面から見て手を握ってあげれば良かったのか…。「やっぱり、そうだったのか！」という思いで感慨深く読めました。まだ元気な姑や自分の両親が老いた時、実践したいと思います。ただ…本の内容自体は、番組の内容から発展したものはない感じではあります。なので☆4つ。興味のある友人が多く、色んな人から貸して！と言われてます。身近に介護をかかえていて、番組を見ていなかった人は、ぜひ一読をおすすめします。"
医学・薬学・看護学・歯科学,2016年8月12日,5,ケアの本質を知りたい方にお薦めです。,福祉の仕事でのスタートは特別養護老人ホームでの寮母でした。ベテランスタッフから20代の若いスタッフまで、利用者さんへの対応はスタッフにより様々でしたが、ホームでは利用者さんよりスタッフの力が上だとの印象を受けました。当時は「おかしいな。これが福祉の現場か」との思いで続けていました。その後、転職し、在宅に代わりました。この度の「ユマニュチュード入門」を拝読し、「やっと出た」とほっとしています。温かな豊かなケアが提供できるようになりたいです。
医学・薬学・看護学・歯科学,2014年9月29日,4,実行は難しいけど,ネットニュースでみて、購入しました。医療者ですが、理想論だと感じました。しかし、相手を尊重する、認めるというようなとても基本的なことがかかれており、できることから始めてみようとおもいました。
医学・薬学・看護学・歯科学,2014年7月18日,3,コミュニケーション技術ですね,改めて基本的な人間関係の作り方を学んだように思います。人間関係に慣れてくると省いてしまう行動が有る野では都振り返りました。
医学・薬学・看護学・歯科学,2017年2月23日,4,重度の認知症の方には対応困難,まずユマニチュードはフランス生まれの新しい認知症ケア技術ですが、日本の介護現場に、今まで全くなかった新しいケア技術ということではありません。認知症の方に対して目を見てゆっくりと話し驚かさないように優しく接し手を握るマッサージやタッチングをするなど方法は、認知症介護現場ではよく行はれているケア技術です。ユマニチュードは新しい技術ではなく本にも書かれていますが、「見る」「話す」「触れる」「立つ」などの当たり前のケアの常識を徹底しているだけです。しかし認知症の介護において、当たり前のケアの常識を徹底は、とても難しいことなのです。完璧に出来ればユマニチュードは軽度の認知症や急性期の脳血管障害などに伴うせん妄などには効果的だと思います。しかし重度の認知症の方は、感情は保たれている方は多いですが、介護者を認識することが難しく様々な周辺症状が強く表れていている方やバランス機能の低下や下肢拘縮などにより座ること立つことができない方もいるのでユマニチュードでの対応は困難です。認知症介護の初心者には理論もわかりやすく良い入門書です。
医学・薬学・看護学・歯科学,2017年1月13日,5,日本むけのユマニチュードの入門書として名著,ユマニチュードの概念を説明するのに、現場感覚に近いシチュエーションから入り、入浴介助で洗体しながら介助者ふたりが本人を見ないでテレビ番組の話をしている場面など、実感や共感がしやすい話の組み立て、絵が多くやさしい文章で読みやすい構成など、とてもよくできた名著だと思います。本の評価とは少し違う話になりますが、ユマニチュードが「魔法のケア」のような言い方で、手法の紹介だけが一人歩きしている傾向がありますが、現場ではスタッフが実は体験的にベストな方法を理解していても、現実として一番の障害は「ていねいなケアが充分できない態勢」であり、例えば「車椅子の人と杖歩行の人を3人一緒に連れて移動」などという状況が日常的な現場で、例えば1人の認知症の人に2人のスタッフがつけばこんなケアができる、という提示をどう現実のシステムに落とし込むかという、マネジメント、原資確保、意思決定の組織的構造などの問題がとても大きいように思います。特に、看護よりも理論化がされにくい介護の世界は、ある意味日本でのユマニチュードの普及の動きからも少々取り残されている印象があります。各方面に衝撃を与えたユマニチュードの初紹介から少し時間が経過した今、次の段階として、日本の状況を見ておられるジネスト先生や本田先生の視点から、看護の仕事の枠を超えてその限界をどう打破するかという点への、皆の考えの先を行く分析考察やアプローチも、今後どこかで論じていただけたらいいなと思います。本自体は、初めてユマニチュードについて読む人には120%オススメ！です。
医学・薬学・看護学・歯科学,,,フランスで実践される全人的ケア,"著者はフランスでケアの技法を構築したイブ・ジネスト氏、ロゼット・マレスコッティ氏、日本の本田美和子医師です。本書はフランスで用いられているユマニチュードというケア技術についての入門書です。ジネスト氏とマレスコッティ氏は体育学の教師でしたが、病院職員の研修で病院に派遣されたことをきっかけに、看護と介護の分野に深く関わることとなりました。試行錯誤の中で全人的なケアの技法を構築し、ユマニチュード（Humanitude＝人が人らしくいられることを目指したケア）と名付けました。本田医師は筑波大学を卒業後、内科医として救急、老年医療、総合内科でキャリアを重ねてきました。病棟勤務の時、治療のために入院していた高齢者が寝たきりとなってしまう現状に疑問を持ち、２０１１年に渡仏してユマニチュードを学びました。本書は本田氏が学んだ技術を初心者向けに解説したものです。ユマニチュードは根本哲学に「人とは？」「ケアとは？」という問いがあり、それに基づいて演繹的に技法が構築されています。創設者らは「人とは死ぬまで立って動けること」で「人が人らしく生きられるように行うケア」を目指すことを目的としていました。技法の柱には次の４つがあります。
　1.相手の存在をしっかり感じるために見る
　2.意思疎通が図れなくても、話し続ける
　3.広く、ゆっくり、やさしく触れる
　4.尊厳のために立つ
後半では各論的に次のような技術が説明されていました。「正面から近づいて、目があったら2秒以内に話しかけること」「体は掴まずに下から支えるように行うこと」「最初から仕事の話から入らず、普通の人間関係のように少しずつ関係を深めること」「最後は前向きな言葉で良い印象を残すこと」などは印象に残りました。本書はこのように介護や看護の技法をまとめていました。詳細な技術には踏み込んでいませんが、慈愛をにじませた哲学だと思います。実際にフランスで学んだ本田医師は、勤務する病院でこの技術を実践したところ、驚くべき効果をあげたことが述べられていました。介護や医療、子育てなど、およそ人と触れ合う全ての方に参考になる好著だと思います。"
医学・薬学・看護学・歯科学,2018年6月1日,3,まさに入門書,これから介護の世界に入る方、または入ったばかりの方には是非ともオススメしたい一冊です。ただ、個人的には初任者研修、実務者研修のテキストや、その講師から教わった内容と殆ど重なっているので新たな発見は少なかったです。介護の業界で働いている人には資格取得は給料増の手段としてのみ用いている場合が多いようで、その内容を多く習得し実践しようとされている方には、この本は不要かもしれません。また、この本に記載されている全ての手法を、施設で今すぐ実践するには、休憩無し＆休み無しで働く覚悟が必要かと思われます。しかしながら、介護の仕事を続けるなら、この本に書かれている事を先ず目標にし、そこに近づけるよう努力することは大切だとも思います。
医学・薬学・看護学・歯科学,2014年12月21日,5,ユニマチュードは人との絆,私は、若いころ電話相談をしていたし、聴覚が不自由な人たちともお付き合いがあった。今は、それらを活かしたボランティア活動をして行きたい！と思っている。
医学・薬学・看護学・歯科学,2018年10月7日,5,わかりやすくまとまっている,ちょっと可愛いイラストと、読みやすい内容で、わかりやすくまとまっている。これ一冊で基本的な感覚は網羅出来る。正面から、目線を下げて、体に触れて、ゆっくり優しく語りかける、といったテクニックは、現場のベテラン達が、観察と経験で掴んできたテクニックです。ここからして、理解していない職員に理解してもらうには時間がかかる第一歩だったりします。そのテクニックを体系化して、あますところなく、しかも親しみやすく紹介している本書は、本当に素晴らしいです。介護をしている方や、新人介護職員が、「認知症の方との接し方」を理解する入門としても、たいへん良い本と思います。苦言ではなく、希望としては「ユマニチュードを使ってコミュニケーションをとり、そこからリハビリテーションに繋げる(立っていただく」といった、現場実践に向けた内容がまとまった本も欲しい。
医学・薬学・看護学・歯科学,2014年8月13日,5,一人でも、一つの施設でも、実践して広まって欲しい本,介護を仕事とする人には絶対知って欲しい本です！介護で忘れがちな事、相手を人として、接するという事。これが出来ないから、離職率高いの頷けます。ユマニチュードの知識を知って、実践できたら介護の楽しさが増えそうだと感じました。
医学・薬学・看護学・歯科学,2014年7月18日,5,実践で使える本,施設で働いており、認知症の方が多くいます。耳が遠いため、眼を見ないで耳元で大声で叫んで指示を入れていましたが、本に書いてあることを実践してみると今まで話さない、つねる、噛むといった問題行動があったかたが ゆっくりとしたペースで自分の感じていることを話してくれるようになりました。日々状況は変わりますが、それでも認知症の方とのかかわりが楽になったように感じます。
医学・薬学・看護学・歯科学,2018年12月9日,1,ロボットじゃないのだから,考えれば分かることかなと。技術などという厳かなものでも無く、目新しくもないし、認知症や心理学や療法士として日々学んでいれば普通なこと。更に、認知症だとしても各々違うので、誰にでも使えるわけじゃないと思います。ロボットじゃないのだから日々考えて接すればいい。ユマニチュードとか偉そうに、ぼったくり技法じゃないかしら？ただ、まるで考えられない人にはいいのかもしれません。
医学・薬学・看護学・歯科学,2014年6月13日,5,自宅介護におすすめ。,本田先生のほんよみました。母の介護しております。施設いろいろ見ましたが、気に入る施設もないしまた経済的これが大きいにも問題があり、自分で介護の道選びましたが、だんだん痴呆症が出まして、自分でも情けなくなりほんと、自分自身、自信をなくしておりましたが、本田先生の介護の本を拝見し肩の荷がおりようやくじしんがもてました。ははも穏やかに毎日過ごし、あんしんしております。たくさん情報ありましたが、その中のいくつか習得してようやく自分のスタイルができました。ありがとうございます。お困りの方、おすすめです。
医学・薬学・看護学・歯科学,2016年1月29日,4,人間の尊厳を大事にするケアの技術化,介護現場において、人間の尊厳を大事にするケアということはどういうことか、それを技術化したのものがユマニチュードだと理解した。日本にも優れた介護者はたくさんいるのだろうが、そういう人々のケアの手法は技術化されておらず、またそうしようという努力もほとんど行われていないのではないか。優しい心が大事など、精神論が語られるばかりで、ケア手法や業務改善や環境改善の工夫が行われないため、もっぱら看護師や介護士に過剰な負担がかかり、燃え尽きてしまうのではないか。優しい心も技術化・メソッド化してしまえば、伝達可能となる。優れた技術として、たくさんの介護者に教えることができると同時に、介護する相手にもそれを伝えることができる。高齢化の先進国であるはずの日本が、まずやらなければならなかったことのはずである。
医学・薬学・看護学・歯科学,2015年5月28日,4,プロ意識,やさしさは、持つものではなく、伝えるものである。思いやり、尊敬の念、優しさ、愛情・・・表現の違いはあれど、そういった感情を持って接するように指導される事に疑問があった。「私は、あなたを、思いやっています」という気持ちは、「私」が「自分」をそう評価しているに過ぎない。利用者に対して何の意味があるだろう？別に「ああ、疲れたな」と思ってもいいのだ。ただケアにあたっているその瞬間、その人に、丁寧な人だ、安心するな、状況によって異なるであろうが、その時必要な感情を伝えられなければならない。こう言ったら冷たく感じるかもしれないが、自分が何を思っているか？なんていうのは、相手に何を伝えているのか？に比べれば些末な事であると思う。あるにこした事はないけれど。逆に自分の事を優しい等と評価している人は、利用者に拒否を受けた時に不満をもつ。「やさしくしてやってるのに」。それは、伝わっているのだろうか？利用者とうまくいかないのは、その人が悪いわけでも、自分の「性格」や「気分」が悪いわけでもなく、ただ自分の「技術」が不足しているだけなのだ。だったら、今、何かできる事があるのではないだろうか？内容は病院での実践例が多く、教科書に書いてある事もある。ただ「技術です」と強く言いきり、その視点でケアを紹介したところにプロとしての介護とは何かを示す大きな意味があると思う。どうも利用者が好きになれない・・・そんなあなたに読んでほしい本です。
医学・薬学・看護学・歯科学,2014年7月23日,3,ケアにおける技術書としてはいいが現実とのギャップが,薄くてイラスト(わかりやすくきれいです)が多い本でじっくり読んでも3時間あれば読めるでしょう。見る、話す、触れる、立つの4つの要素にケアの技術をまとめたものです。上手に患者さんをケアできる介護者が無意識に行っているであろうことを、体系化したものとして理解しました。内容的には、「立つ」の記載があまりに簡単で、具体的にどのように立たせて良い患者さんを判断すればよいにかわかりませんでした。それ以外の点ではとても良い本だと思います。小さなことから実践してゆくつもりです。しかし、現実に介護スタッフが少なく、みな疲弊しきっているような環境(ほとんどはそんな状態でしょう)で本書に書かれたことをそのとおりに実践するとなるとかなりの困難と軋轢が予想されます。介護職の待遇やステータス、労働環境の改善がなければ「絵に描いた餅」になりかねないかな？と思います。また、なぜそのようにすると患者さんが改善するのか？という根拠や理論付は一切ありません。「信じて実践しましょう」的な、なんとも納得のいかない宗教みたいな感じ…その分、星を減らしました。
医学・薬学・看護学・歯科学,2014年6月12日,5,これを読む事によってはじめて「ケアするもの」になれる!,高齢者の方や認知症の方へのケアに関わって30年以上経つ者です。私は本が届く事を今までこんなに待ちわびた事はありません。ユマニチュードを知り「なんとかこの思想を体得したい」とずっと願っていました。145ページの大変コンパクトな本であっという間に読めてしまいます。わかりやすくムダのない説明とそれを具体的に表すかわいらしい挿絵（図）が素敵です。冒頭で説明されている私たちの姿についてはとても重要です。ケアするものである私たちは、あっという間に「害」になってしまいます。これは以前より私自身が自らに常に問いかけ続けている言葉でした。帯に書かれている「この本には常識しか書かれていません。しかし、常識を徹底させると革命になります。」の言葉の通り、ごくごく当たり前の事ばかり書かれているのですが、その当たり前の事に気づけない我々を立ち止まらせる「風」のような本です。ケアするものであるための具体的な事が詰まっており、これを読む事によってはじめて「ケアするもの」になれる様な気がしました。「これ読んでみて！」と人に配って回りたくなるほどうれしくなる本です。「対話(ダイアローグ): 魂の器を求めて」と共に私の大切なバイブルになった本です。
医学・薬学・看護学・歯科学,2016年3月28日,5,とてもよかった,介護の経験から、テレビで介護のことをしているときは見る様にしていて、ユマニチュードのことを知り、本を購入した。とても参考になった。人と人のコミュニケーションを取る方法としてもとても参考になる。感謝である。
医学・薬学・看護学・歯科学,2016年2月7日,5,素人でもわかりやすい「入門」書,"解説が明快、絵も多く素人でもわかりやすい「入門」書で、ざっとですが１-２時間で読めました。
TVで拝見して本を探しました。確かに理由を聞けばそうだなと納得。昔祖母の介護をしていた両親を見てきましたが、自分もいつ同じ立場になるかわかりません。その時は忙しさに心を奪われてしまうかもしれませんが、この本の事を思い出して技術も身につけていきたいと思います。"
医学・薬学・看護学・歯科学,2014年10月26日,5,当たり前のことしか書いてないんです。,人手不足だから無理理想論だ確かにそうです。でも、人手不足と言われながらも、自然とそのスキルを身につけて、利用者と心の絆を結んでいる人もいます。なぜでしょうね。人手不足は理由になりません。スタッフ側の都合を弱い立場の人たちに押し付けて『仕方がない』って自分を納得させていることが問題だと思います。この本には当たり前のことしか書いていません。裏を返せば、そんな当たり前のことができない人がプロと名乗っているってことです。気付きのない人たちに、物事を教えるのって本当に大変です。この本が、その入り口として大きな役割を果たすことを願っています。
医学・薬学・看護学・歯科学,2014年7月5日,5,「あなたを大切に思っています」。この発信がユマニチュードの極意だ,認知症のケア手法としてユマニチュード注目が集まる。これは、ケアをする人も受ける人も良かったと感じられる関係をつくり出す。高齢者を個人として尊重し、能力や状態を観察し、見つめ（「見る」）、話しかけ（「話す」）、触れて（「触れる」）、立つことや移動をサポート（「立つ」）することで、行動の抑制や強制を行なわずに、受ける人の改善を目指すものだ。この著作は、第１章でユマニチュードとはなにか、第２章でユマニチュードの基礎となる４つの柱、第三章で心をつかむ５つのステップ、第４章でＱ＆Ａとコンパクトに紹介し、入門書に相応しい分かりやすいテキストである。例えば、第２章では、ユマニチュードの４つの柱である「見る」、「話す」、「触れる」、「立つ」という柱ごとに、ケアする場面でありがちで何気なくしている”害になる例“との対比しながら、イラストを豊富に取り入れて分かりやすく解説をしている。４つの柱のひとつ・「見る」では、ベットに近づくとき、相手とアイコンタクトとりやすい角度を探しているだろうかと指摘する。背後から近づいては、びっくりさせ、構えさせてしまう。こんなときは、相手の視界に入るように動線を描きながら近づき、相手の視線をとらえて顔を動かすという。車いすの人、徘徊している人、食事の介助のときなど具体的な場面でユマニチュード的な見る技術を提示している。また、立ち上がる方の介助で、腕を上からつかむのではなく、下から両腕を使い、優しくささえる。５歳の子の力以上に使わないなど、一つ一つが納得できる言葉で表現されている。「あなたのことを、私は大切に思っています」。ケアをする人が、ケアを受ける人に、こんなメッセージを常に発信すること。これがユマニチュードの極意である。ケアの専門家だけでなく、介護する家族にも読んでほしい、ヒントが満載の著作である。
医学・薬学・看護学・歯科学,2014年7月16日,2,プロの技なのだろうか?,プロが行う認知症の患者さんへのアプローチ。コミｭニケーションがとれないわけじゃないのか、人として認める、認められる関係になること。認知症の捉え方がかわりました。
医学・薬学・看護学・歯科学,2017年5月11日,1,認知症患者は、殿様ではありません,確かに、認知症の方の一時の心通う方法。患者さんが、心寄せられる大先生になる方法。そして患者の出来る事を引き出すのがこの方法。しかしそれでは、足りないのです。そんな手法を使わなくとも、患者さんに「頑張ろう」と、心から接すれば、ユマニチュード以上の効果ありかと。認知症の方も、体を動かし、頑張ってほしいもの。動かした後は、患者さんは、気持が良くなるはず。だから、ユマニチュードは、必要ないかと
医学・薬学・看護学・歯科学,2015年5月8日,1,この本に書いてあることは、ヘルパー講習の教科書に取り入れられている,"NHKが取り上げて、劇的な効果があったと報道したが、過大評価されている印象を受ける。『老人ホームをテストする』(岡田耕一郎、岡田浩子)にもあったが、新しい療法を試す事業所は、それだけ問題意識が高いので、良い結果を出しやすい。今、あえてこの本を読む緊急度は低い。この本に書いてあることは、ヘルパー講習の教科書に取り入れられている。例えば、日本医療企画の
・ホームヘルパー講座２級課程テキスト1「介護の理念と社会的役割」
・ホームヘルパー講座２級課程テキスト2「介護技術の基礎と実践」
大谷佳子著、中央法規刊「利用者とうまくかかわるコミュニケーションの基本」(基礎から学ぶ介護シリー)
すでに、基本的な考え方・方法として定着しているので、効果があったのは、基本を疎かにしない現場の姿勢による所が大きいと考えられる。ただ、上記3冊はそれなりのボリュームがあるので、要点だけ手っ取り早く抑えたい場合には重宝する。言葉の使い方で気になった箇所が一点。
p.84>…全員が自閉症のような症状を呈するようになりました。当初、その孤児院を訪れたフランスの医師たちは、「子どもたちは全員が自閉症である」との説明を受けました。みんながみんな『レイン・マン』のダスティン・ホフマンみたいな行動を取っていたとはちょっと想像しずらい。文の流れから考えて「外部と関わりを持とうとせず自分の殻の中に閉じこもっている」状態だと思われる。実際、20年ぐらい前には、自閉症はそう説明されることもあったが、2015年に使うにしては不用意の感が否めない。"
医学・薬学・看護学・歯科学,2014年8月2日,2,新しい本かと問われると,内容はとても素晴らしいものですし、共感できます。ただ、目新しい何かを伝えるというよりも、「そうだ、うんうん」と医療・介護に携わる身として共感できる内容になっています。医療では「ナラティブ・ベイスド・メディシン（NBM）」「家庭医療」など流行の言葉が登場しますが、既存の素晴らしい考え方を1つのカテゴリーに当てはめて論じたにすぎません。ユマニチュードという言葉もそれだと思います。他のレビュアーの方の意見と同じく、「立つ」があまりにも当たり前の記載で、なおかつこの本の薄さでは医学に携わる身としては及第点はあげられない書籍かと考えます。
医学・薬学・看護学・歯科学,2014年7月29日,2,伝えたい事は大切な事が分かるが・・。,内容が雲をさわるような感じ。実践向きかと言われればそうでもない。
医学・薬学・看護学・歯科学,2018年11月7日,5,暴力や介護拒否は認知症が理由と思い込んでいた。,認知機能が低下した方へ優しい人がいくら優しい接し方をしていても、それが本人に伝わらなければ介護拒否や暴力に繋がってしまう。基本的な優しさを伝える技法も少し紹介されていて、とても役に立ちました。150もの技法があると言うことですが是非、他の技法も詳しく知りたいです。
